q_id,doc_id,Gender,PlayerName,NumSeasons,AvgPER,CareerPoints
1,93,1,Ron Brewer,20,11.38,9578
1,94,1,Nate Williams,12,15.18,9563
1,95,0,Isaiah Rider,9,14.66,9405
1,96,0,Bobby Jones,17,13.88,9377
1,97,0,Jon McGlocklin,11,12.99,9169
1,98,1,Marvin Williams,12,13.7,9122
1,99,0,Shane Battier,15,12.27,9032
1,100,1,Rick Fox,13,13.35,8966
1,101,0,Adrian Smith,12,12.05,8940
1,102,0,Desmond Mason,12,12.19,8914
1,103,1,Dave Greenwood,14,12.56,8894
1,104,0,John Tresvant,19,14.76,8890
1,105,0,LaSalle Thompson,19,10.68,8875
1,106,1,Terry Tyler,11,14.32,8868
1,107,0,Nazr Mohammed,28,14.04,8765
1,108,1,Troy Murphy,16,13.38,8667
1,109,1,John Block,14,15.39,8620
1,110,0,Anthony Peeler,15,13.13,8486
1,111,0,Roy Hinson,10,14.17,8384
1,112,0,Vern Mikkelsen*,8,18.47,8368
1,113,0,Marcus Thornton,16,14.49,8356
1,114,1,Jason Williams,14,13.03,8320
1,115,1,Wilson Chandler,11,13.3,8315
1,116,0,Mike James,20,11.35,8290
1,117,0,Kyrie Irving,6,21.22,8232
1,118,0,Rajon Rondo,13,15.88,8214
1,119,0,Billy Owens,14,13.3,8208
1,120,0,Chris Morris,11,14.83,8184
1,121,1,Eric Gordon,9,15.14,8151
1,122,0,Mark Olberding,11,12.29,8145
1,123,1,Robert Horry,18,13.17,8138
1,124,0,Phil Hubbard,12,13.34,8071
1,125,0,Tyreke Evans,10,16.73,8042
1,126,0,Aaron Brooks,15,12.33,7839
1,127,1,Carl Landry,13,17.24,7787
1,128,0,Bimbo Coles,18,10.57,7674
1,129,0,Matt Harpring,11,14.81,7645
1,130,0,Dave Corzine,13,12.47,7615
1,131,1,George McCloud,14,12.17,7583
1,132,0,Quintin Dailey,10,13.58,7470
1,133,0,Doug Collins,8,14.99,7427
1,134,1,Ray Felix,11,14.95,7316
1,135,0,Muggsy Bogues,16,13.8,7205
1,136,0,Kerry Kittles,8,15.28,7165
1,137,0,Pooh Richardson,10,13.9,7083
1,138,0,Tobias Harris,10,15.97,7024
1,139,1,C.J. Miles,12,12.78,7006
1,140,1,DeShawn Stevenson,17,8.21,6975
1,141,0,Voshon Lenard,13,13.33,6936
1,142,1,James Bailey,13,11.97,6901
1,143,1,Samuel Dalembert,13,15.22,6814
1,144,1,Charlie Villanueva,11,15.44,6808
1,145,0,Ed Pinckney,16,14.44,6774
1,146,0,Aaron McKie,17,11.45,6636
1,147,1,Ben Wallace,18,14.14,6602
1,148,0,Kevin Gamble,12,11.59,6540
1,149,0,Fred Roberts,15,12.37,6529
1,150,0,Terry Catledge,8,13.41,6520
1,151,1,Mario Elie,13,11.82,6502
1,152,0,Jared Dudley,12,12.99,6492
1,153,0,Udonis Haslem,14,12.08,6478
1,154,0,Doug West,12,9.98,6477
1,155,0,Tracy Murray,16,11.58,6458
1,156,1,Dick Garmaker,8,13.89,6446
1,157,0,Billy Paultz,13,11.78,6424
1,158,0,Michael Beasley,9,15.59,6411
1,159,1,Maurice Taylor,11,11.75,6361
1,160,1,Taj Gibson,10,15.16,6333
1,161,0,Al Attles,11,11.05,6328
1,162,1,Darwin Cook,10,13.27,6327
1,163,0,Herm Gilliam,8,13.71,6252
1,164,1,Eddie House,16,13.1,6226
1,165,0,Bill Walton*,10,18.57,6215
1,166,1,Lorenzen Wright,15,9.65,6206
1,167,0,Wali Jones,12,10.83,6195
1,168,1,Enes Kanter,8,19.76,6194
1,169,0,DeWanna Bonner,13,19.56,6184
1,170,1,Otto Moore,13,12.25,6177
1,171,1,Willie Green,12,10.62,6059
1,172,0,Derrick Favors,9,17.33,6012
1,173,0,Seimone Augustus,15,18.39,6005
1,174,0,Eric Snow,15,10.79,6000
1,175,1,Johnny Dawkins,9,15.27,5984
1,176,0,Greg Anthony,13,14.05,5971
1,177,1,Travis Best,12,13.48,5957
1,178,1,Paul Neumann,8,13.94,5953
1,179,0,Eric Piatkowski,14,12.56,5919
1,180,0,Larry Smith,13,11.82,5904
1,181,1,Darrall Imhoff,14,10.58,5887
1,182,0,Lionel Simmons,7,13.31,5833
1,183,0,John Bagley,11,11.33,5802
1,184,1,Rod Thorn,10,14.6,5792
1,185,0,Walter Dukes,8,14.05,5765
1,186,0,Gordan Giricek,13,11.28,5757
1,187,1,Jerryd Bayless,13,12.15,5710
1,188,0,Andray Blatche,9,15.39,5706
1,189,1,Robert Pack,15,13.87,5692
1,190,0,Dave Stallworth,10,13.34,5684
1,191,1,Sam Bowie,10,14.03,5564
1,192,0,Amir Johnson,12,16.64,5559
1,193,0,Al Bianchi,10,9.43,5550
1,194,0,Louis Orr,8,12.08,5545
1,195,0,Frank Selvy,12,10.89,5470
1,196,1,Anthony Johnson,21,10.4,5458
1,197,0,Kelvin Ransey,6,14.7,5380
1,198,0,Darius Miles,9,14.48,5368
1,199,0,Jason Thompson,10,13.66,5357
1,200,0,Nick Collison,13,12.78,5328
1,201,0,Shaun Livingston,18,11.6,5317
1,202,1,Brad Lohaus,17,11.07,5285
1,203,0,Andrew Lang,14,11.19,5263
1,204,1,Mark Eaton,11,10.75,5216
1,205,1,Lewis Lloyd,9,11.39,5199
1,206,0,Bobby Phills,9,13.63,5153
1,207,0,Ernie Grunfeld,9,12.44,5124
1,208,0,Blair Rasmussen,8,11.99,5119
1,209,0,Marcus Morris,8,11.18,5109
1,210,1,Avery Bradley,7,10.59,5008
1,211,1,Gary Trent,11,15.49,4996
1,212,0,Arnie Risen*,7,15.54,4936
1,213,1,Paul Seymour,9,9.49,4917
1,214,0,Chucky Brown,21,10.98,4915
1,215,0,Sheryl Swoopes,12,22.12,4875
1,216,0,Kenneth Faried,6,19.98,4858
1,217,0,Kevin Kunnert,11,13.24,4833
1,218,1,John Gianelli,10,11.21,4814
1,219,0,Dick McGuire*,9,15.47,4800
1,220,0,Nenad Krstic,9,13.38,4785
1,221,0,Ledell Eackles,7,13.5,4783
1,222,1,Charles Johnson,9,12.16,4764
1,223,1,Damon Jones,15,12.24,4684
1,224,1,Matt Bonner,12,13.42,4632
1,225,1,Aaron Williams,20,11.12,4618
1,226,1,Rick Robey,10,10.92,4541
1,227,1,Jim King,12,11.64,4516
1,228,0,Mike Glenn,10,14.53,4496
1,229,0,Walter Berry,7,17.2,4492
1,230,1,Don Buse,9,12.56,4485
1,231,1,Sonny Parker,6,15.23,4471
1,232,0,Jia Perkins,14,16.47,4435
1,233,0,Crystal Langhorne,13,16.18,4433
1,234,1,Michael Olowokandi,11,9.54,4373
1,235,0,Charlie Ward,13,12.13,4371
1,236,0,Gary Grant,13,14.08,4368
1,237,0,Elena Delle Donne,9,28.47,4323
1,238,0,Plenette Pierson,14,15.49,4258
1,239,0,Monique Currie,13,16.0,4253
1,240,0,Ish Smith,17,11.69,4231
1,241,0,Kwame Brown,14,11.38,4219
1,242,0,Skylar Diggins-Smith,9,19.19,4217
1,243,0,Tom Burleson,7,14.04,4190
1,244,0,Danny Green,8,13.28,4155
1,245,1,C.J. McCollum,4,14.92,4128
1,246,1,Clint Richardson,8,10.93,4084
1,247,0,Scott Williams,19,11.88,4037
1,248,1,Jeff Wilkins,8,9.43,3927
1,249,1,Evan Fournier,5,13.0,3918
1,250,1,Ed Davis,9,16.58,3901
1,251,1,Aaron James,5,13.7,3829
1,252,1,Elliot Perry,16,12.13,3820
1,253,0,Chasity Melvin,12,16.31,3814
1,254,0,Allie Quigley,14,13.95,3786
1,255,1,Devin Brown,12,10.01,3781
1,256,1,Max Zaslofsky,8,14.47,3770
1,257,1,Al-Farouq Aminu,7,12.21,3766
1,258,1,Wilbur Holland,4,14.0,3760
1,259,1,Jeff Foster,13,14.34,3747
1,260,0,Mike Gale,8,13.09,3743
1,261,0,Stan McKenzie,9,11.01,3705
1,262,0,Al Tucker,8,13.0,3673
1,263,1,Kentavious Caldwell-Pope,4,11.45,3665
1,264,0,Leon Douglas,7,10.2,3587
1,265,0,Damien Wilkins,9,11.28,3571
1,266,0,Draymond Green,5,14.4,3566
1,267,0,Eduardo Najera,16,10.76,3563
1,268,0,Renee Montgomery,11,13.9,3534
1,269,1,Don MacLean,9,11.27,3490
1,270,0,Michael Smith,12,13.98,3476
1,271,1,Jacque Vaughn,12,9.83,3463
1,272,0,Donald Royal,13,9.97,3458
1,273,0,DeMarre Carroll,12,11.72,3453
1,274,1,George Trapp,6,12.92,3353
1,275,1,Sly Williams,7,12.24,3327
1,276,1,Don Ford,9,9.69,3324
1,277,1,Terry Dehere,8,11.09,3318
1,278,0,Maurice Stokes*,3,20.9,3315
1,279,1,Brian Skinner,18,9.23,3300
1,280,1,Brandon Rush,9,8.66,3250
1,281,0,Andris Biedrins,10,12.69,3247
1,282,1,George Wilson,11,10.46,3141
1,283,0,Jordan Clarkson,3,14.77,3133
1,284,1,Dale Schlueter,10,12.11,3130
1,285,1,Mike Brown,11,9.05,3130
1,286,0,Kenny Walker,7,11.1,3128
1,287,0,Al Butler,6,12.63,3109
1,288,0,Shavonte Zellous,12,12.74,3103
1,289,1,Frankie Brian,5,13.54,3097
1,290,0,Briann January,14,10.74,3084
1,291,0,Mark Landsberger,9,12.91,3082
1,292,1,Norris Cole,8,9.28,3079
1,293,1,Leonard Gray,5,12.28,3042
1,294,1,Gheorghe Muresan,6,-1.05,3020
1,295,1,Luther Head,8,11.45,2991
1,296,0,Danielle Robinson,11,14.28,2973
1,297,1,Khalid Reeves,10,10.95,2962
1,298,0,Fred Hoiberg,10,12.65,2944
1,299,0,Odyssey Sims,9,13.78,2915
1,300,1,Danny Young,12,11.18,2902
1,301,1,Tyler Hansbrough,7,14.43,2881
1,302,0,Freddie Crawford,9,11.3,2858
1,303,1,Zach LaVine,3,13.4,2817
1,304,0,Tiago Splitter,7,17.04,2816
1,305,0,Bill McGill,7,15.14,2784
1,306,0,Marcus Fizer,6,13.7,2782
1,307,0,Jantel Lavender,11,14.63,2775
1,308,0,Josh McRoberts,12,12.99,2734
1,309,1,Harold Pressley,4,13.48,2702
1,310,0,Eric Montross,14,7.65,2668
1,311,0,Dave Twardzik,4,14.85,2666
1,312,0,Janeth Arcain,8,15.95,2652
1,313,0,Lindsey Harding,9,12.32,2647
1,314,0,Mike Green,6,13.47,2645
1,315,0,Kareem Rush,9,7.72,2615
1,316,0,Billy Thompson,6,8.57,2566
1,317,0,Nikki McCray,9,11.21,2550
1,318,0,Al Ferrari,6,9.0,2525
1,319,1,Ed Fleming,5,13.86,2511
1,320,0,Dave Budd,5,12.52,2505
1,321,0,John Trapp,7,11.03,2498
1,322,1,E'Twaun Moore,6,10.73,2489
1,323,1,Brent Price,9,11.49,2481
1,324,0,Cory Joseph,6,12.7,2479
1,325,1,Otto Porter,4,12.35,2469
1,326,0,Art Spoelstra,6,10.82,2461
1,327,1,Johnny McCarthy,6,7.9,2450
1,328,1,Alan Anderson,8,9.51,2421
1,329,1,John Henson,5,17.6,2418
1,330,1,Bud Stallworth,5,10.46,2403
1,331,0,Elston Turner,8,8.8,2397
1,332,0,Sam Williams,8,12.85,2383
1,333,1,Tom LaGarde,6,8.45,2376
1,334,0,Merlakia Jones,8,13.99,2353
1,335,1,Ernie Beck,9,11.22,2351
1,336,0,Kara Braxton,10,15.41,2247
1,337,0,Shekinna Stricklen,10,11.69,2245
1,338,1,Kristaps Porzingis,2,17.55,2224
1,339,1,Jahidi White,9,9.62,2215
1,340,1,Predrag Drobnjak,4,12.62,2187
1,341,0,Ennis Whatley,13,10.88,2185
1,342,1,Matt Maloney,6,9.0,2177
1,343,1,Bismack Biyombo,6,12.72,2176
1,344,0,Thomas Robinson,9,13.89,2169
1,345,1,Lorenzo Romar,9,9.01,2135
1,346,0,Greg Kite,18,4.38,2099
1,347,0,Anthony Randolph,8,15.41,2094
1,348,1,Robert Traylor,7,14.77,2085
1,349,0,Joe Hassett,8,12.49,2079
1,350,0,Gene Conley,6,9.97,2069
1,351,1,John Crotty,13,14.24,2062
1,352,0,Doug McDermott,5,9.66,2057
1,353,1,John Lambert,11,11.21,2049
1,354,0,Coco Miller,12,10.61,2032
1,355,0,Brittney Sykes,6,14.37,2019
1,356,0,Vicky Bullett,6,19.12,2018
1,357,1,Ronnie Price,12,8.84,2015
1,358,1,Felipe Lopez,6,11.63,1998
1,359,0,Elizabeth Williams,8,16.2,1995
1,360,1,Bob Lavoy,5,14.74,1994
1,361,0,Steve Harris,7,13.11,1975
1,362,0,Lou Amundson,19,8.31,1953
1,363,1,Francisco Elson,13,8.08,1948
1,364,0,Kedra Holland-Corn,7,13.84,1938
1,365,0,Latasha Byears,10,17.75,1935
1,366,0,Jessica Breland,9,14.99,1918
1,367,0,Greg Minor,5,12.68,1902
1,368,0,Julius Randle,3,7.57,1896
1,369,1,Rickey Brown,7,10.03,1881
1,370,1,Allen Crabbe,4,10.05,1878
1,371,0,Mitchell Butler,8,9.44,1868
1,372,0,Reggie Harding,4,11.35,1839
1,373,1,Ike Diogu,10,14.72,1833
1,374,0,Franklin Edwards,7,11.9,1802
1,375,0,Ollie Mack,7,9.21,1788
1,376,0,Kamila Vodichkova,7,15.91,1779
1,377,1,Royal Ivey,12,6.52,1734
1,378,0,Buddy Hield,3,12.2,1732
1,379,0,Landry Fields,5,11.04,1731
1,380,1,T.J. Warren,3,15.1,1711
1,381,1,Jimmer Fredette,9,15.19,1698
1,382,1,Major Jones,6,11.57,1643
1,383,0,Tony Wroten,4,9.72,1604
1,384,1,Ray Tolbert,11,10.03,1602
1,385,1,Don Reid,10,8.52,1598
1,386,0,Brian Scalabrine,11,7.47,1594
1,387,0,Byron Mullens,7,9.46,1587
1,388,1,Jake Tsakalidis,9,11.11,1581
1,389,0,Damiris Dantas,8,12.85,1550
1,390,0,LaBradford Smith,5,13.68,1550
1,391,0,Butch Lee,6,9.23,1546
1,392,1,Jerome James,9,14.11,1540
1,393,0,Mark Strickland,10,13.53,1533
1,394,1,Larry Sanders,6,13.12,1520
1,395,1,Tyler Johnson,3,13.9,1506
1,396,0,Jennifer Lacy,10,8.51,1506
1,397,0,Elaine Powell,10,11.99,1505
1,398,1,Rodney Buford,5,9.66,1472
1,399,0,Erlana Larkins,9,15.46,1445
1,400,0,Wally Osterkorn,4,9.98,1436
1,401,1,Tim Bassett,6,7.83,1424
1,402,0,Bridget Pettis,8,12.36,1408
1,403,0,Courtney Paris,10,15.91,1404
1,404,0,LaToya Thomas,6,15.02,1390
1,405,0,Vonteego Cummings,3,11.7,1381
1,406,0,Henry James,9,13.0,1359
1,407,1,John Roche,4,9.93,1358
1,408,1,Ryan Bowen,10,12.28,1319
1,409,0,Eva Nemcova,5,15.24,1304
1,410,0,Teaira McCowan,4,22.15,1304
1,411,1,Don Henriksen,3,11.57,1297
1,412,0,Napheesa Collier,4,17.3,1297
1,413,0,Rodrigue Beaubois,4,13.95,1286
1,414,0,Dave Minor,4,11.32,1283
1,415,0,Tayler Hill,6,12.52,1280
1,416,0,Travis Knight,7,9.21,1276
1,417,0,Teresa Weatherspoon,8,12.72,1264
1,418,0,Pep Saul,3,9.63,1255
1,419,0,Kenny Williams,4,15.95,1247
1,420,0,Nicky Anosike,5,15.7,1244
1,421,0,Erin Perperoglou,8,13.55,1232
1,422,0,J.J. Anderson,5,10.32,1231
1,423,0,Zeke Zawoluk,3,14.4,1210
1,424,0,Marina Mabrey,4,14.97,1203
1,425,1,Terence Stansbury,3,9.83,1200
1,426,1,Charlie Hardnett,3,13.47,1198
1,427,0,Troy Daniels,7,11.27,1187
1,428,0,Shane Larkin,3,10.83,1168
1,429,0,Archie Goodwin,6,14.93,1150
1,430,0,Jessica Davenport,6,16.77,1148
1,431,1,Cole Aldrich,9,14.44,1138
1,432,1,Jack Kerris,4,13.52,1137
1,433,0,Fred Hilton,2,11.3,1131
1,434,0,Tonya Edwards,4,13.8,1119
1,435,0,Vladimir Stepania,6,11.65,1118
1,436,0,Manny Leaks,2,10.25,1114
1,437,0,Tim Frazier,7,11.11,1100
1,438,1,Von Wafer,8,-0.19,1100
1,439,1,P.J. Hairston,4,7.25,1074
1,440,1,James Ennis,6,13.12,1059
1,441,0,Acie Law,9,11.12,1053
1,442,0,Sylvia Crawley,4,12.53,1050
1,443,1,Danny Finn,3,12.57,1042
1,444,1,Bob Nash,4,9.72,1036
1,445,0,Sabrina Ionescu,3,18.33,1033
1,446,1,Harthorne Wingo,4,12.02,1023
1,447,1,Alexander Volkov,2,13.7,1019
1,448,0,Clifford Rozier,6,7.07,1016
1,449,0,Bevo Nordmann,8,9.6,1005
1,450,0,Katie Mattera,5,15.54,1000
1,451,1,Carey Scurry,5,14.14,987
1,452,0,Ukari Figgs,5,13.24,980
1,453,1,Walter Bond,5,8.64,980
1,454,1,Bill Dinwiddie,4,7.4,974
1,455,0,Jim McDaniels,5,11.54,967
1,456,0,Ron Reed,2,11.85,951
1,457,0,Elmore Spencer,7,3.13,937
1,458,0,Justin Hamilton,7,11.49,932
1,459,0,Frank Kudelka,4,10.45,930
1,460,0,Yogi Ferrell,3,11.23,924
1,461,1,Julian Wright,4,12.97,907
1,462,0,Alex Montgomery,8,9.06,902
1,463,1,Mike Flynn,2,13.05,896
1,464,1,Juan Carlos,1,11.9,896
1,465,1,Tracy Jackson,5,10.68,890
1,466,0,Nate Hawthorne,3,12.6,882
1,467,0,Zarko Cabarkapa,5,16.82,878
1,468,0,Maria Stepanova,5,19.92,867
1,469,0,Alexis Hornbuckle,6,8.55,866
1,470,0,Alisa Burras,5,16.52,864
1,471,0,Calvin Garrett,4,8.45,855
1,472,0,Tiffani Johnson,6,11.2,849
1,473,0,Harold Ellis,3,16.57,840
1,474,0,Tracy Moore,5,16.64,833
1,475,0,John Laskowski,2,10.55,832
1,476,0,Deanna Jackson,5,13.84,830
1,477,1,Audie Norris,3,8.1,819
1,478,0,Delaney Rudd,4,8.03,816
1,479,0,Brittany Boyd,6,16.68,809
1,480,1,Dante Exum,2,7.15,805
1,481,1,Charlie Paulk,5,6.96,804
1,482,1,Justin Reed,5,8.2,797
1,483,0,Gerald Paddio,6,8.62,768
1,484,1,Malcolm Brogdon,1,14.9,767
1,485,0,Crystal Dangerfield,3,12.87,759
1,486,0,Alicia Thompson,6,12.4,759
1,487,1,Lowes Moore,3,13.8,752
1,488,0,Nia Coffey,6,6.98,741
1,489,0,Steve Henson,7,10.77,739
1,490,1,Tate George,4,8.05,736
1,491,0,Janice Braxton,3,18.13,733
1,492,1,Tom Thacker,4,8.5,721
1,493,1,Michael Ruffin,9,8.21,716
1,494,1,Hanno Mottola,2,7.95,715
1,495,1,Jay Williams,1,12.2,714
1,496,1,Ricky Berry,1,13.1,706
1,497,0,Jessie Hicks,6,12.78,705
1,498,0,Noah Vonleh,3,10.87,693
1,499,1,Andre Spencer,6,10.25,692
1,500,0,Michael Wiley,2,18.0,692
1,501,0,Jenna O'Hea,6,11.52,679
1,502,0,Tal Skinner,2,9.6,660
1,503,0,Elena Tornikidou,3,12.47,657
1,504,0,Wang Zhizhi,7,15.6,651
1,505,1,Jeff Withey,4,17.32,651
1,506,0,Viktor Khryapa,4,9.93,643
1,507,1,Ernie Barrett,2,7.95,641
1,508,0,Krystal Thomas,7,8.73,636
1,509,0,Jessica Moore,7,6.46,633
1,510,0,Eric Mobley,5,8.78,628
1,511,0,Leon Benbow,2,10.85,628
1,512,0,Aneika Henry-Morello,6,11.75,623
1,513,0,Zendon Hamilton,8,13.4,611
1,514,1,Jim Fritsche,4,0.9,607
1,515,0,Tom Black,3,8.03,598
1,516,1,Brian Quinnett,5,7.96,589
1,517,0,Dwayne Schintzius,8,8.74,587
1,518,0,Aari McDonald,2,13.15,587
1,519,1,Elliot Williams,6,9.92,574
1,520,1,Johnny Cox,1,10.3,573
1,521,0,Bill Hosket,4,14.4,573
1,522,0,Kara Wolters,4,14.1,561
1,523,0,Shoni Schimmel,3,14.93,560
1,524,1,Al Masino,4,14.88,560
1,525,1,Ronald Dupree,8,9.04,559
1,526,0,Kristin Haynie,5,10.22,555
1,527,0,Satou Sabally,3,16.3,549
1,528,1,Charlie Yelverton,1,10.3,545
1,529,0,Phil Pressey,5,10.32,544
1,530,0,Cindy Brown,2,16.5,532
1,531,0,Michael Bradley,10,9.64,531
1,532,0,Yvonne Turner,4,8.83,529
1,533,0,Suzie McConnell Serio,3,12.0,521
1,534,1,John Shasky,3,8.77,517
1,535,1,Claude Terry,4,11.72,515
1,536,0,Jaylen Brown,1,10.3,515
1,537,1,Chris Robinson,4,8.65,512
1,538,0,Belinda Snell,6,12.45,509
1,539,0,Frank Oleynick,2,10.25,508
1,540,1,Duck Williams,1,8.6,506
1,541,0,David Vaughn,7,12.49,503
1,542,0,Chantelle Anderson,5,9.5,503
1,543,0,Sean Green,5,5.16,501
1,544,0,Lester Hudson,8,11.4,500
1,545,1,Bob Schafer,4,7.12,497
1,546,1,Didier Ilunga-Mbenga,9,9.66,497
1,547,0,Adia Barnes,7,16.67,495
1,548,0,Bob Peterson,5,12.22,494
1,549,0,Sonja Henning,5,8.0,490
1,550,0,Pamela McGee,2,13.9,488
1,551,1,Reggie Carter,2,9.1,471
1,552,0,Pat Burke,3,9.17,468
1,553,1,Red Owens,3,11.07,460
1,554,0,Steve Sheppard,4,10.57,459
1,555,1,Joe Kennedy,2,3.35,454
1,556,1,Grant Gondrezick,2,11.35,454
1,557,1,John Kuester,3,10.07,451
1,558,1,Luke Harangody,4,10.05,446
1,559,1,Rudy White,7,8.99,445
1,560,1,Oscar Torres,2,13.05,442
1,561,1,Chris Porter,1,11.1,440
1,562,0,Annie La Fleur,4,10.03,439
1,563,0,Alexander Johnson,2,11.05,439
1,564,0,Chantel Tremitiere,4,7.88,438
1,565,0,Lindsay Allen,5,12.86,431
1,566,0,Andrew Harrison,1,8.7,425
1,567,0,Litterial Green,5,4.76,423
1,568,1,Dontonio Wingfield,4,7.45,423
1,569,0,Rick Carlisle,5,3.9,422
1,570,1,Cristiano Felicio,2,16.4,421
1,571,0,Te'a Cooper,2,10.0,420
1,572,0,Daniel Santiago,4,8.25,417
1,573,1,Robert Swift,4,8.07,416
1,574,0,Nadine Malcolm,2,10.85,413
1,575,1,Cleveland Buckner,2,14.85,411
1,576,0,Niele Ivey,5,9.76,408
1,577,1,Vincent Yarbrough,1,9.5,406
1,578,0,Jabari Smith,6,11.58,402
1,579,1,Bill Martin,3,7.8,397
1,580,0,DeAndre Liggins,6,29.95,397
1,581,1,Andre McCarter,3,4.4,392
1,582,0,Katie Gearlds,3,12.5,385
1,583,0,Jermaine Jackson,7,7.73,383
1,584,1,William Avery,3,7.03,379
1,585,0,Shannon Bobbitt,4,8.03,377
1,586,0,Teresa Edwards,2,11.45,375
1,587,0,Kate Starbird,5,10.4,373
1,588,1,Ed Gray,2,8.9,373
1,589,1,Troy Williams,3,9.77,370
1,590,1,Jack Molinas,1,19.2,370
1,591,0,Tyus Jones,2,12.5,365
1,592,1,Kyle Weaver,3,10.73,363
1,593,1,Howard Carter,2,2.3,351
1,594,0,Brad Holland,5,3.52,350
1,595,1,Tate Armstrong,2,8.8,350
1,596,1,Dorian Finney-Smith,1,7.7,350
1,597,1,Mark Radford,2,11.2,347
1,598,0,Natasha Lacy,5,12.04,347
1,599,0,Coretta Brown,4,9.78,344
1,600,0,Jawad Williams,3,9.03,340
1,601,1,Salah Mejri,2,15.8,338
1,602,0,Laura Harper,2,13.2,338
