,q_id,doc_id,Gender,score_1,score_2,judgement
179,1,179,0,0.2253941662418579,0.4186932945192614,1.72
180,1,180,1,-1.4270329762644725,1.3844756149246,1.72
70,1,71,0,1.327012261,1.143030035,1.72
182,1,182,0,0.5926001979099313,0.4186932945192614,1.72
71,1,72,1,0.592600198,1.384475615,1.72
69,1,70,0,1.327012261,0.660138875,1.72
73,1,74,1,0.592600198,0.901584455,1.71
187,1,187,0,0.7762032137439681,0.1772477144179265,1.71
74,1,75,1,-0.141811865,1.143030035,1.71
72,1,73,1,0.225394166,1.867366775,1.71
183,1,183,0,1.510615277080115,1.8673667751272696,1.71
185,1,185,0,0.5926001979099313,-2.961544826899424,1.71
186,1,186,0,0.7762032137439681,-0.3056434457847422,1.71
188,1,188,1,0.5926001979099313,0.9015844547219312,1.71
184,1,184,1,-0.3254148812602521,-0.3056434457847422,1.71
191,1,191,1,1.3270122612460782,2.108812355228604,1.7
194,1,194,1,0.9598062295780048,-0.3056434457847422,1.7
189,1,189,1,0.4089971820758946,0.4186932945192614,1.7
193,1,193,0,0.7762032137439681,-1.029980186088747,1.7
75,1,76,1,-0.692620913,1.625921195,1.7
192,1,192,0,0.4089971820758946,-1.7543169263927505,1.7
190,1,190,0,1.6942182929141516,-0.5470890258860771,1.7
195,1,195,0,0.2253941662418579,1.1430300348232665,1.69
196,1,196,0,0.0417911504078212,-1.5128713462914156,1.69
197,1,197,0,0.9598062295780048,0.9015844547219312,1.69
76,1,77,0,-0.876223929,1.867366775,1.68
78,1,79,0,-1.24342996,-1.029980186,1.68
77,1,78,0,0.225394166,1.143030035,1.68
199,1,199,1,0.2253941662418579,1.1430300348232665,1.68
200,1,200,0,0.4089971820758946,0.9015844547219312,1.68
198,1,198,0,-0.5090178970942889,0.9015844547219312,1.68
205,1,205,0,0.4089971820758946,-0.788534605987412,1.67
202,1,202,0,-0.3254148812602521,-0.3056434457847422,1.67
204,1,204,0,0.0417911504078212,0.6601388746205964,1.67
203,1,203,0,-0.1418118654262154,-0.5470890258860771,1.67
79,1,80,0,0.408997182,-0.064197866,1.67
201,1,201,0,0.8680047216609864,-1.9957625064940856,1.67
211,1,211,1,-1.2434299604304355,1.1430300348232665,1.66
83,1,84,0,0.776203214,1.143030035,1.66
207,1,207,1,0.2253941662418579,0.9015844547219312,1.66
206,1,206,1,0.0417911504078212,0.6601388746205964,1.66
210,1,210,1,0.0417911504078212,-1.9957625064940856,1.66
208,1,208,0,-0.1418118654262154,0.4186932945192614,1.66
209,1,209,1,-0.1418118654262154,1.1430300348232665,1.66
212,1,212,0,1.3270122612460782,-0.0641978656834072,1.66
82,1,83,1,0.776203214,0.418693295,1.66
81,1,82,0,0.04179115,0.901584455,1.66
80,1,81,1,0.04179115,-0.547089026,1.66
84,1,85,1,0.225394166,1.143030035,1.66
222,1,222,0,0.2253941662418579,-0.0641978656834072,1.65
221,1,221,0,-0.6926209129283255,-0.5470890258860771,1.65
214,1,214,0,0.5926001979099313,1.8673667751272696,1.65
217,1,217,0,0.4089971820758946,0.9015844547219312,1.65
220,1,220,0,-1.1516284525134173,-0.5470890258860771,1.65
219,1,219,0,1.3270122612460782,0.4186932945192614,1.65
215,1,215,1,0.7762032137439681,1.1430300348232665,1.65
213,1,213,1,1.3270122612460782,-0.0641978656834072,1.65
218,1,218,1,0.7762032137439681,-1.2714257661900807,1.65
216,1,216,1,-0.6926209129283255,0.4186932945192614,1.65
224,1,224,0,0.4089971820758946,-0.3056434457847422,1.64
226,1,226,1,1.8778213087481883,1.1430300348232665,1.64
223,1,223,1,-0.8762239287623622,0.6601388746205964,1.64
225,1,225,0,1.8778213087481883,0.1772477144179265,1.64
85,1,86,0,0.776203214,-0.788534606,1.64
86,1,87,0,-0.141811865,0.901584455,1.64
227,1,227,1,0.0417911504078212,1.625921195025935,1.64
228,1,228,1,0.9598062295780048,0.9015844547219312,1.63
229,1,229,0,1.8778213087481883,0.6601388746205964,1.63
230,1,230,1,1.3270122612460782,-1.029980186088747,1.63
231,1,231,1,0.0417911504078212,-0.3056434457847422,1.63
232,1,232,0,0.4089971820758946,0.9015844547219312,1.63
87,1,88,1,0.95980623,0.901584455,1.63
234,1,234,1,1.3270122612460782,0.6601388746205964,1.62
237,1,237,1,1.3270122612460782,1.8673667751272696,1.62
236,1,236,0,0.5926001979099313,-0.3056434457847422,1.62
235,1,235,1,1.510615277080115,0.6601388746205964,1.62
233,1,233,1,1.3270122612460782,0.9015844547219312,1.62
88,1,89,1,0.592600198,-1.271425766,1.62
89,1,90,1,0.95980623,1.384475615,1.62
92,1,93,0,0.95980623,-0.064197866,1.61
91,1,92,0,1.510615277,0.660138875,1.61
244,1,244,1,1.6942182929141516,-0.3056434457847422,1.61
238,1,238,1,1.3270122612460782,-0.788534605987412,1.61
90,1,91,0,-0.141811865,1.384475615,1.61
240,1,240,1,-0.2336133733432338,0.6601388746205964,1.61
243,1,243,0,-0.5090178970942889,-0.788534605987412,1.61
239,1,239,1,1.8778213087481883,1.625921195025935,1.61
242,1,242,1,0.4089971820758946,0.4186932945192614,1.61
241,1,241,0,0.7762032137439681,-1.9957625064940856,1.61
247,1,247,1,0.0417911504078212,1.3844756149246,1.6
245,1,245,0,1.1434092454120417,0.6601388746205964,1.6
246,1,246,1,-0.1418118654262154,0.6601388746205964,1.6
93,1,94,0,-0.509017897,-0.788534606,1.6
95,1,96,0,0.95980623,-0.547089026,1.6
249,1,249,1,0.7762032137439681,0.4186932945192614,1.6
250,1,250,0,1.8778213087481883,1.3844756149246,1.6
248,1,248,0,-0.3254148812602521,0.9015844547219312,1.6
252,1,252,1,0.7762032137439681,1.3844756149246,1.6
251,1,251,0,0.2253941662418579,-0.0641978656834072,1.6
94,1,95,0,-0.509017897,0.901584455,1.6
257,1,257,0,0.1335926583248396,-1.5128713462914156,1.59
255,1,255,0,0.5926001979099313,1.1430300348232665,1.59
258,1,258,0,1.8778213087481883,0.1772477144179265,1.59
256,1,256,1,1.3270122612460782,-0.788534605987412,1.59
97,1,98,1,0.95980623,1.384475615,1.59
253,1,253,1,1.510615277080115,1.1430300348232665,1.59
254,1,254,1,-0.6926209129283255,-1.2714257661900807,1.59
96,1,97,0,0.95980623,0.177247714,1.59
262,1,262,1,-0.1418118654262154,0.9015844547219312,1.58
260,1,260,1,1.510615277080115,1.625921195025935,1.58
98,1,99,1,0.50079869,0.418693295,1.58
259,1,259,0,-0.6926209129283255,1.3844756149246,1.58
261,1,261,0,0.5926001979099313,-0.0641978656834072,1.58
263,1,263,0,-0.1418118654262154,1.1430300348232665,1.58
264,1,264,0,2.061424324582225,0.4186932945192614,1.58
99,1,100,1,2.061424325,-0.547089026,1.57
269,1,269,1,1.510615277080115,-0.0641978656834072,1.57
268,1,268,1,-1.2434299604304355,-1.029980186088747,1.57
266,1,266,0,0.9598062295780048,-0.3056434457847422,1.57
271,1,271,1,0.7762032137439681,1.3844756149246,1.57
265,1,265,1,0.4089971820758946,1.3844756149246,1.57
272,1,272,0,0.5926001979099313,0.9015844547219312,1.57
100,1,101,1,-0.325414881,-1.029980186,1.57
101,1,102,0,1.327012261,0.177247714,1.57
102,1,103,0,1.143409245,0.901584455,1.57
267,1,267,1,1.510615277080115,0.1772477144179265,1.57
270,1,270,1,0.7762032137439681,1.3844756149246,1.57
104,1,105,1,0.225394166,-0.305643446,1.56
274,1,274,0,0.5926001979099313,0.9015844547219312,1.56
273,1,273,1,0.2253941662418579,1.3844756149246,1.56
103,1,104,1,0.592600198,0.418693295,1.56
275,1,275,1,-1.2434299604304355,0.4186932945192614,1.56
276,1,276,1,1.510615277080115,1.625921195025935,1.56
278,1,278,0,-0.1418118654262154,-2.2372080865954205,1.55
283,1,283,0,-0.5090178970942889,0.9015844547219312,1.55
281,1,281,1,0.5926001979099313,0.1772477144179265,1.55
280,1,280,1,-0.3254148812602521,1.625921195025935,1.55
279,1,279,0,0.7762032137439681,0.6601388746205964,1.55
282,1,282,1,0.5926001979099313,0.4186932945192614,1.55
277,1,277,0,-1.8493199126827569,-0.3056434457847422,1.55
284,1,284,0,-1.059826944596399,-0.0641978656834072,1.55
106,1,107,1,0.592600198,-0.547089026,1.55
105,1,106,1,0.776203214,0.901584455,1.55
107,1,108,0,1.051607737,1.384475615,1.55
287,1,287,0,1.3270122612460782,0.9015844547219312,1.54
286,1,286,0,-1.059826944596399,0.6601388746205964,1.54
285,1,285,1,-0.3254148812602521,1.8673667751272696,1.54
288,1,288,0,0.7762032137439681,-1.029980186088747,1.54
289,1,289,0,1.1434092454120417,1.3844756149246,1.54
290,1,290,0,0.7762032137439681,1.1430300348232665,1.54
291,1,291,0,1.510615277080115,0.9015844547219312,1.54
292,1,292,0,0.8680047216609864,-0.0641978656834072,1.54
108,1,109,1,-0.876223929,1.625921195,1.54
296,1,296,0,0.9598062295780048,1.1430300348232665,1.53
294,1,294,0,-0.8762239287623622,1.1430300348232665,1.53
293,1,293,1,-0.1418118654262154,-1.029980186088747,1.53
295,1,295,0,0.2253941662418579,-0.5470890258860771,1.53
304,1,304,0,0.7762032137439681,-1.2714257661900807,1.52
298,1,298,0,0.7762032137439681,0.1772477144179265,1.52
306,1,306,1,-0.6926209129283255,0.6601388746205964,1.52
302,1,302,1,-0.3254148812602521,0.4186932945192614,1.52
300,1,300,1,-1.2434299604304355,0.4186932945192614,1.52
299,1,299,0,0.5926001979099313,1.3844756149246,1.52
301,1,301,0,1.3270122612460782,-1.7543169263927505,1.52
297,1,297,1,2.061424324582225,0.9015844547219312,1.52
305,1,305,0,0.0417911504078212,-1.7543169263927505,1.52
303,1,303,0,0.7762032137439681,0.9015844547219312,1.52
110,1,111,0,0.592600198,0.901584455,1.52
109,1,110,1,-1.7024375,-0.064197866,1.52
112,1,113,0,0.408997182,1.625921195,1.51
113,1,114,0,0.592600198,-0.788534606,1.51
307,1,307,0,-0.3254148812602521,0.4186932945192614,1.51
308,1,308,1,0.0417911504078212,-0.788534605987412,1.51
309,1,309,0,1.1434092454120417,-0.5470890258860771,1.51
310,1,310,0,0.7762032137439681,-1.029980186088747,1.51
111,1,112,0,0.95980623,0.901584455,1.51
315,1,315,1,-0.6926209129283255,1.3844756149246,1.5
114,1,115,0,0.95980623,-0.064197866,1.5
316,1,316,1,1.8778213087481883,0.4186932945192614,1.5
314,1,314,1,0.9598062295780048,0.9015844547219312,1.5
313,1,313,1,1.6942182929141516,0.4186932945192614,1.5
312,1,312,1,-0.1418118654262154,0.4186932945192614,1.5
311,1,311,0,1.8778213087481883,-0.3056434457847422,1.5
318,1,318,0,0.4089971820758946,-0.0641978656834072,1.49
115,1,116,0,0.592600198,0.660138875,1.49
116,1,117,1,0.225394166,1.143030035,1.49
117,1,118,0,0.408997182,0.660138875,1.49
118,1,119,0,-1.059826945,-0.788534606,1.49
119,1,120,1,0.04179115,1.384475615,1.49
317,1,317,1,-2.069643531683601,-0.3056434457847422,1.49
323,1,323,1,1.3270122612460782,-0.0641978656834072,1.49
322,1,322,0,0.0417911504078212,0.9015844547219312,1.49
321,1,321,1,-0.6926209129283255,1.625921195025935,1.49
320,1,320,0,0.5926001979099313,-1.2714257661900807,1.49
319,1,319,1,0.2253941662418579,0.6601388746205964,1.49
328,1,328,1,0.7762032137439681,0.1772477144179265,1.48
330,1,330,1,1.3270122612460782,-0.5470890258860771,1.48
324,1,324,0,1.8778213087481883,0.9015844547219312,1.48
325,1,325,0,2.061424324582225,0.6601388746205964,1.48
327,1,327,0,-0.3254148812602521,0.6601388746205964,1.48
326,1,326,0,2.061424324582225,0.6601388746205964,1.48
120,1,121,0,2.061424325,-0.305643446,1.48
121,1,122,1,-0.141811865,-0.305643446,1.48
329,1,329,0,-0.6926209129283255,0.6601388746205964,1.48
333,1,333,0,1.1434092454120417,-0.5470890258860771,1.47
124,1,125,0,1.143409245,1.867366775,1.47
331,1,331,1,-0.0500103575091971,-1.5128713462914156,1.47
123,1,124,0,1.877821309,1.867366775,1.47
332,1,332,0,1.3270122612460782,-0.5470890258860771,1.47
335,1,335,0,0.2253941662418579,0.9015844547219312,1.47
336,1,336,0,0.5926001979099313,-1.2714257661900807,1.47
122,1,123,1,-0.876223929,0.177247714,1.47
334,1,334,1,0.0417911504078212,-0.5470890258860771,1.47
341,1,341,0,1.3270122612460782,0.6601388746205964,1.46
340,1,340,1,-0.6926209129283255,0.4186932945192614,1.46
339,1,339,0,1.3270122612460782,-1.5128713462914156,1.46
337,1,337,1,-0.6926209129283255,1.8673667751272696,1.46
125,1,126,0,0.592600198,-1.029980186,1.46
126,1,127,0,-0.141811865,-0.547089026,1.46
338,1,338,0,0.2253941662418579,0.9015844547219312,1.46
130,1,131,1,0.776203214,0.901584455,1.45
129,1,130,0,0.592600198,0.660138875,1.45
128,1,129,0,0.95980623,0.418693295,1.45
127,1,128,0,1.510615277,0.418693295,1.45
351,1,351,0,0.0417911504078212,1.625921195025935,1.45
350,1,350,0,0.9598062295780048,-1.2714257661900807,1.45
348,1,348,0,-1.2434299604304355,-0.788534605987412,1.45
343,1,343,0,0.5926001979099313,0.9015844547219312,1.45
347,1,347,1,1.3270122612460782,0.6601388746205964,1.45
345,1,345,0,0.6844017058269497,1.625921195025935,1.45
344,1,344,0,0.7762032137439681,-0.5470890258860771,1.45
349,1,349,1,0.0417911504078212,0.9015844547219312,1.45
342,1,342,0,0.9598062295780048,-0.5470890258860771,1.45
346,1,346,1,0.9598062295780048,0.9015844547219312,1.45
132,1,133,1,0.592600198,-0.305643446,1.44
355,1,355,0,1.3270122612460782,1.8673667751272696,1.44
